Paddington,Acton Main Line,214,3,5
Acton Main Line,Ealing Broadway,3,79,4
Ealing Broadway,West Ealing,79,315,3
West Ealing,Hanwell,315,123,2
Hanwell,Southall,123,264,3
Southall,Hayes and Harlington,264,129,4
Hayes and Harlington,West Drayton,129,314,4
West Drayton,Iver ,314,151,3
Iver ,Langley (Berks),151,168,2
Langley (Berks),Slough,168,254,4
Slough,Burnham,254,43,4
Burnham,Taplow,43,283,3
Taplow,Maidenhead,283,180,3
Maidenhead,Twyford,180,296,7
Twyford,Reading,296,233,8
