Abbey Wood,Woolwich,2,337,3
Woolwich,Custom House,337,70,4
Custom House,Canary Wharf,70,48,4
Canary Wharf,Whitechapel,48,328,4
Whitechapel,Liverpool Street,328,175,3
Liverpool Street,Farringdon,175,99,3
Farringdon,Tottenham Court Road,99,288,3
Tottenham Court Road,Paddington,288,214,5
