Paddington,Acton Main Line,214,3,5
Acton Main Line,Ealing Broadway,3,79,4
Ealing Broadway,West Ealing,79,315,3
West Ealing,Hanwell,315,123,2
Hanwell,Southall,123,264,3
Southall,Hayes and Harlington,264,129,4
Hayes and Harlington,Heathrow Terminals 2 & 3,129,132,12
Heathrow Terminals 2 & 3,Heathrow Terminal 5,132,131,4
