Stratford International,Stratford,279,278,2
Stratford,Stratford High Street,278,274,2
Stratford High Street,Abbey Road,274,1,1
Abbey Road,West Ham,1,317,2
West Ham,Star Lane,317,273,1
Star Lane,Canning Town,273,49,2
Canning Town,West Silvertown,49,323,3
West Silvertown,Pontoon Dock,323,222,1
Pontoon Dock,London City Airport,222,177,2
London City Airport,King George V,177,160,2
King George V,Woolwich Arsenal,160,338,4
