Bank,Shadwell,16,249,3
Shadwell,Limehouse,249,174,2
Limehouse,Westferry,174,325,2
Westferry,Canary Wharf,325,48,3
Canary Wharf,Heron Quays,48,134,1
Heron Quays,South Quay,134,260,2
South Quay,Crossharbour,260,68,2
Crossharbour,Mudchute,68,194,1
Mudchute,Island Gardens,194,150,1
Island Gardens,Cutty Sark,150,71,2
Cutty Sark,Greenwich,71,117,2
Greenwich,Deptford Bridge,117,76,1
Deptford Bridge,Elverson Road,76,93,2
Elverson Road,Lewisham,93,171,1
